+--------------+------------------------------------------------------------+---------------------+------------+------------+------------+
|     Verb     |                          context                           |        synset       | Polarity + | Polarity - | Polarity = |
|    deber     |                        tener un ...                        |       owe.v.01      |    0.0     |    0.0     |    1.0     |
|    tener     |                    tener un secador ...                    |   give_birth.v.01   |    0.0     |    0.0     |    1.0     |
|     ser      |         ... de espera son excesivamente largos ...         |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    falta     |              ... y atención falta un poco ...              |      miss.v.06      |   0.125    |    0.0     |   0.875    |
|    estar     |              ... carne no estuvo mal pero ...              |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    poder     |              ... mal pero pudo ser mejor ...               |    displace.v.03    |    0.0     |    0.0     |    1.0     |
|     ser      |               ... pero pudo ser mejor de ...               |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    estar     |                    satisfechos con ...                     |       be.v.01       |    0.25    |   0.125    |   0.625    |
|  satisfacer  |                   satisfechos con la ...                   |     satisfy.v.01    |    0.5     |    0.0     |    0.5     |
|    sentar    |              ... lugar me siento como en ...               |       sit.v.01      |    0.0     |    0.0     |    1.0     |
|    hacer     |             ... aquí lo haríamos con gusto ...             |      make.v.03      |    0.0     |    0.0     |    1.0     |
|   atender    |               ... que nos atendió en la ...                |      serve.v.10     |    0.0     |    0.0     |    1.0     |
|      ha      |                    ha faltado sazón ...                    |       be.v.03       |    0.0     |    0.0     |    1.0     |
|    faltar    |                ha faltado sazón algunos ...                |      miss.v.06      |   0.125    |    0.0     |   0.875    |
|    haber     |                ... platos que hemos pedidos                |       be.v.03       |    0.0     |    0.0     |    1.0     |
|    pedido    |                   ... que hemos pedidos                    |   necessitate.v.01  |    0.25    |    0.25    |    0.5     |
|    tener     |                       una opción ...                       |   give_birth.v.01   |    0.0     |    0.0     |    1.0     |
|    seguir    |        ... atención felicitaciones sigan mejorando         |      stay.v.01      |    0.0     |    0.0     |    1.0     |
|   mejorar    |             ... felicitaciones sigan mejorando             |     better.v.02     |   0.375    |    0.0     |   0.625    |
|      ir      |                     ve encada uno ...                      |    perceive.v.01    |   0.375    |    0.0     |   0.625    |
|    estar     |             ... y siempre están atentos al ...             |       be.v.01       |    0.25    |   0.125    |   0.625    |
|   encantar   |              ... gracias nos encantara volver              |     please.v.01     |   0.625    |    0.0     |   0.375    |
|    volver    |                  ... nos encantara volver                  |      make.v.02      |    0.0     |    0.0     |    1.0     |
|     ser      |          los empleados son muy profesionales ...           |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    hacer     |                      ... lo que hacen                      |      make.v.03      |    0.0     |    0.0     |    1.0     |
|   atender    |                  ... de quienes atienden                   |      serve.v.10     |    0.0     |    0.0     |    1.0     |
|     era      |                 carne no era baby beef ...                 |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    servir    |                    ... que no sirvieron                    |      serve.v.10     |    0.0     |    0.0     |    1.0     |
|    deber     |          ... más caliente deberían servir las ...          |       owe.v.01      |    0.0     |    0.0     |    1.0     |
|    servir    |          ... caliente deberían servir las bebidas          |      serve.v.10     |    0.0     |    0.0     |    1.0     |
|     ser      |               general todo es súper bien ...               |       be.v.01       |    0.25    |   0.125    |   0.625    |
|     dar      |            ... arepas las den calientes más ...            |      give.v.10      |    0.0     |    0.0     |    1.0     |
|    haber     |            ... desayuno solo habían 2 para ...             |       be.v.03       |    0.0     |    0.0     |    1.0     |
|   escoger    |                     ... 2 para escoger                     |     choose.v.01     |    0.0     |    0.0     |    1.0     |
|    poder     |              ... al menú podría tener más ...              |    displace.v.03    |    0.0     |    0.0     |    1.0     |
|    tener     |           ... menú podría tener más variedad ...           |   give_birth.v.01   |    0.0     |    0.0     |    1.0     |
|  agradecer   |          ... variedad les agradecemos por el ...           |   appreciate.v.01   |   0.125    |   0.125    |    0.75    |
|    deber     |             ... el café deberían estar más ...             |       owe.v.01      |    0.0     |    0.0     |    1.0     |
|    estar     |           ... café deberían estar más calientes            |       be.v.01       |    0.25    |   0.125    |   0.625    |
|      ir      |                          muy bien                          |     travel.v.01     |    0.0     |    0.0     |    1.0     |
|    estar     |                     está muy bien ...                      |       be.v.01       |    0.25    |   0.125    |   0.625    |
|   bendecir   |                ... dios los bendiga gracias                |      bless.v.01     |    0.0     |    0.0     |    1.0     |
|    estar     |                    satisfechos con ...                     |       be.v.01       |    0.25    |   0.125    |   0.625    |
|  satisfacer  |                   satisfechos con el ...                   |     satisfy.v.01    |    0.5     |    0.0     |    0.5     |
|    estar     |             ... baby beef estuvo muy dura ...              |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    comer     |            ... imposible de comer de hecho ...             |       eat.v.02      |    0.0     |    0.0     |    1.0     |
|    hacer     |             ... comer de hecho el personal ...             |      make.v.03      |    0.0     |    0.0     |    1.0     |
|    estar     |       ... arreglarlo pero estaba imposible igual ...       |       be.v.01       |    0.25    |   0.125    |   0.625    |
|   ofrecer    |              ... y se ofrecieron a cambiarlo               |      offer.v.02     |    0.0     |    0.0     |    1.0     |
|  agradecer   |                        por tan ...                         |   appreciate.v.01   |   0.125    |   0.125    |    0.75    |
|  disfrutar   |         ... servicio pues disfrutamos mucho el ...         |     please.v.01     |   0.625    |    0.0     |   0.375    |
|    tener     |             ... solo para tener en cuenta ...              |   give_birth.v.01   |    0.0     |    0.0     |    1.0     |
